author_name,author_gender,birthplace,pub_date,book_id,book_title,genre,pages,book_average_rating,book_fullurl
Walt Whitman,male,United States,1855,27494,Leaves of Grass,Poetry,624,4.12,https://www.goodreads.com/book/show/27494.Leaves_of_Grass
Frederick Douglass,male,United States,1855,771085,My Bondage and My Freedom,History,432,4.32,https://www.goodreads.com/book/show/771085.My_Bondage_and_My_Freedom
Gustave Flaubert,male,France,1856,2175,Madame Bovary,Classics,329,3.66,https://www.goodreads.com/book/show/2175.Madame_Bovary
Walt Whitman,male,United States,1856,293918,Song of Myself,Poetry,80,4.16,https://www.goodreads.com/book/show/293918.Song_of_Myself
Charles Baudelaire,male,France,1857,203220,Les Fleurs du Mal,Poetry,365,4.26,https://www.goodreads.com/book/show/203220.Les_Fleurs_du_Mal
Anthony Trollope,male,United Kingdom,1857,3100092,Complete Barchester Chronicles,Fiction,19,4.35,https://www.goodreads.com/book/show/3100092-complete-barchester-chronicles
Henry Gray,male,United Kingdom,1858,475900,Gray's Anatomy,Reference,1257,4.3,https://www.goodreads.com/book/show/475900.Gray_s_Anatomy
Charles Dickens,male,England,1859,1953,A Tale of Two Cities,Classics,489,3.83,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities
Wilkie Collins,male,United Kingdom,1859,5890,The Woman in White,Classics,672,3.99,https://www.goodreads.com/book/show/5890.The_Woman_in_White
Charles Darwin,male,England,1859,22463,The Origin of Species,Science,703,3.98,https://www.goodreads.com/book/show/22463.The_Origin_of_Species
John Stuart Mill,male,England,1859,385228,On Liberty,Philosophy,187,3.95,https://www.goodreads.com/book/show/385228.On_Liberty
Ivan Goncharov,male,Russia,1859,254308,Oblomov,Classics,586,4.03,https://www.goodreads.com/book/show/254308.Oblomov
Multatuli,male,Netherlands,1860,326280,Max Havelaar,Classics,321,3.5,https://www.goodreads.com/book/show/326280.Max_Havelaar
Harriet Ann Jacobs,female,United States,1861,152519,Incidents in the Life of a Slave Girl,Nonfiction,176,4.1,https://www.goodreads.com/book/show/152519.Incidents_in_the_Life_of_a_Slave_Girl
John Stuart Mill,male,England,1861,584637,Utilitarianism,Philosophy,71,3.65,https://www.goodreads.com/book/show/584637.Utilitarianism
Victor Hugo,male,France,1862,24280,Les Misérables,Classics,1463,4.15,https://www.goodreads.com/book/show/24280.Les_Mis_rables
Mary Elizabeth Braddon,female,United Kingdom,1862,588747,Lady Audley's Secret,Classics,455,3.75,https://www.goodreads.com/book/show/588747.Lady_Audley_s_Secret
Victor Hugo,male,France,1862,24283,البؤساء (abridged),Classics,487,4.29,https://www.goodreads.com/book/show/24283.Les_Mis_rables
Christina Rossetti,female,United Kingdom,1862,430788,Goblin Market,Poetry,70,4.08,https://www.goodreads.com/book/show/430788.Goblin_Market
Victor Hugo,male,France,1862,24280,Les Misérables,Classics,1463,4.16,https://www.goodreads.com/book/show/24280.Les_Mis_rables
Nikolai Chernyshevsky,male,Russia,1863,178196,What Is to Be Done?,Fiction,445,3.4,https://www.goodreads.com/book/show/178196.What_Is_to_Be_Done_
Fyodor Dostoyevsky,male,Russia,1864,17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Classics,233,4.17,https://www.goodreads.com/book/show/17876.Notes_from_Underground_White_Nights_The_Dream_of_a_Ridiculous_Man_and_Selections_from_The_House_of_the_Dead
George MacDonald,male,Scotland,1864,179579,The Light Princess,Fantasy,0,4.01,https://www.goodreads.com/book/show/179579.The_Light_Princess
Mary Mapes Dodge,female,United States,1865,183126,"Hans Brinker, or the Silver Skates",Classics,244,3.89,https://www.goodreads.com/book/show/183126.Hans_Brinker_or_the_Silver_Skates
Fyodor Dostoyevsky,male,Russia,1866,7144,Crime and Punishment,Classics,671,4.2,https://www.goodreads.com/book/show/7144.Crime_and_Punishment
Émile Zola,male,France,1867,110871,Thérèse Raquin,Classics,201,3.71,https://www.goodreads.com/book/show/110871.Th_r_se_Raquin
Louisa May Alcott,female,United States,1868,1934,Little Women,Classics,449,4.05,https://www.goodreads.com/book/show/1934.Little_Women
Wilkie Collins,male,United Kingdom,1868,6138,The Moonstone,Classics,528,3.91,https://www.goodreads.com/book/show/6138.The_Moonstone
Fyodor Dostoyevsky,male,Russia,1869,12505,The Idiot,Classics,667,4.19,https://www.goodreads.com/book/show/12505.The_Idiot
John Stuart Mill,male,England,1869,677591,The Subjection of Women,Philosophy,136,3.87,https://www.goodreads.com/book/show/677591.The_Subjection_of_Women
Arthur Rimbaud,male,France,1870,128453,Complete Works,Poetry,384,4.42,https://www.goodreads.com/book/show/128453.Complete_Works
Leopold von Sacher-Masoch,male,Austria,1870,427354,Venus in Furs,Classics,160,3.64,https://www.goodreads.com/book/show/427354.Venus_in_Furs
George Eliot,female,United Kingdom,1871,19089,Middlemarch,Classics,904,3.95,https://www.goodreads.com/book/show/19089.Middlemarch
George Eliot,female,United Kingdom,1871,19089,Middlemarch,Classics,912,3.95,https://www.goodreads.com/book/show/19089.Middlemarch
Edward Lear,male,United Kingdom,1871,389065,The Owl and the Pussycat,Poetry,32,4.2,https://www.goodreads.com/book/show/389065.The_Owl_and_the_Pussycat
J. Sheridan Le Fanu,male,Ireland,1872,48037,Carmilla,Horror,108,3.84,https://www.goodreads.com/book/show/48037.Carmilla
Lewis Carroll,male,United Kingdom,1872,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Classics,239,4.07,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass
George MacDonald,male,Scotland,1872,444381,The Princess and the Goblin,Fantasy,241,4.01,https://www.goodreads.com/book/show/444381.The_Princess_and_the_Goblin
J. Sheridan Le Fanu,male,Ireland,1872,837422,In a Glass Darkly,Horror,384,3.85,https://www.goodreads.com/book/show/837422.In_a_Glass_Darkly
Walt Whitman,male,United States,1872,65297,Civil War Poetry and Prose,Poetry,96,4.07,https://www.goodreads.com/book/show/65297.Civil_War_Poetry_and_Prose
Nikolai Leskov,male,Russia,1873,204185,The Enchanted Wanderer: Selected Tales,Short Stories,300,3.93,https://www.goodreads.com/book/show/204185.The_Enchanted_Wanderer
Arthur Rimbaud,male,France,1875,565149,Illuminations,Poetry,182,4.38,https://www.goodreads.com/book/show/565149.Illuminations
Mark Twain,male,United States,1876,24583,The Adventures of Tom Sawyer,Classics,244,3.9,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer
Anna Sewell,female,United Kingdom,1877,3685,Black Beauty,Classics,226,3.95,https://www.goodreads.com/book/show/3685.Black_Beauty
Anna Sewell,female,United Kingdom,1877,3685,Black Beauty,Classics,245,3.95,https://www.goodreads.com/book/show/3685.Black_Beauty
Thomas Hardy,male,England,1878,32650,The Return of the Native,Classics,448,3.85,https://www.goodreads.com/book/show/32650.The_Return_of_the_Native
Isabella L. Bird,female,United Kingdom,1879,852885,A Lady's Life in the Rocky Mountains,Nonfiction,282,3.96,https://www.goodreads.com/book/show/852885.A_Lady_s_Life_in_the_Rocky_Mountains
Lew Wallace,male,United States,1880,387749,Ben-Hur: A Tale of the Christ,Classics,620,4.03,https://www.goodreads.com/book/show/387749.Ben_Hur
Elizabeth Payson Prentiss,male,United States,1880,722737,Stepping Heavenward,Christian,352,4.26,https://www.goodreads.com/book/show/722737.Stepping_Heavenward
Guy de Maupassant,male,France,1880,878136,Selected Short Stories,Short Stories,368,4.14,https://www.goodreads.com/book/show/878136.Selected_Short_Stories
Henry James,male,United States,1880,133954,Washington Square,Classics,240,3.67,https://www.goodreads.com/book/show/133954.Washington_Square
Fyodor Dostoyevsky,male,Russia,1880,4934,The Brothers Karamazov,Classics,796,4.32,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov
Anthony Trollope,male,United Kingdom,1880,1171469,The Palliser Novels: 6-Volume Set,Classics,4894,4.39,https://www.goodreads.com/book/show/1171469.Palliser_Novels
Joel Chandler Harris,male,United States,1880,77152,The Complete Tales of Uncle Remus,Classics,848,4.14,https://www.goodreads.com/book/show/77152.The_Complete_Tales_of_Uncle_Remus
Henry James,male,United States,1881,264,The Portrait of a Lady,Classics,797,3.77,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
Henry James,male,United States,1881,264,The Portrait of a Lady,Classics,635,3.77,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
Robert Louis Stevenson,male,Scotland,1882,295,Treasure Island,Classics,311,3.83,https://www.goodreads.com/book/show/295.Treasure_Island
Sam R. Watkins,male,United States,1882,45556,Co. Aytch: A Confederate Memoir of the Civil War,History,256,4.12,https://www.goodreads.com/book/show/45556.Co_Aytch
Friedrich Nietzsche,male,Germany,1883,51893,Thus Spoke Zarathustra,Philosophy,327,4.06,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra
Emilio Salgari,male,Italy,1883,237646,Le tigri di Mompracem,Adventure,256,3.79,https://www.goodreads.com/book/show/237646.Le_tigri_di_Mompracem
Carlo Collodi,male,Italy,1883,180617,Pinocchio,Classics,208,3.86,https://www.goodreads.com/book/show/180617.Pinocchio
Émile Zola,male,France,1883,28413,The Ladies' Paradise,Classics,438,3.99,https://www.goodreads.com/book/show/28413.The_Ladies_Paradise
Edwin A. Abbott,male,United Kingdom,1884,433567,Flatland: A Romance of Many Dimensions,Fiction,96,3.81,https://www.goodreads.com/book/show/433567.Flatland
Mark Twain,male,United States,1884,2956,The Adventures of Huckleberry Finn,Classics,327,3.81,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn
Xavier de Montepin,male,France,1884,2979885'],بائعة الخبز,Novels,294,3.73,https://www.goodreads.com/book/show/2979885
Ulysses S. Grant,male,United States,1885,116933,Personal Memoirs,Military History,702,4.17,https://www.goodreads.com/book/show/116933.Personal_Memoirs
Robert Louis Stevenson,male,Scotland,1886,51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Classics,144,3.8,https://www.goodreads.com/book/show/51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde
Friedrich Nietzsche,male,Germany,1886,12321,Beyond Good and Evil,Philosophy,240,4.02,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil
William T. Sherman,male,United States,1886,307830,Memoirs of General W.T. Sherman,History,1136,4.11,https://www.goodreads.com/book/show/307830.Memoirs_of_General_W_T_Sherman
H. Rider Haggard,male,United Kingdom,1886,682681,She: A History of Adventure,Classics,317,3.58,https://www.goodreads.com/book/show/682681.She
Oscar Wilde,male,Ireland,1887,45685,The Canterville Ghost,Classics,126,3.89,https://www.goodreads.com/book/show/45685.The_Canterville_Ghost
Theodor Storm,male,Germany,1888,1210271,The Rider on the White Horse,Classics,288,3.43,https://www.goodreads.com/book/show/1210271.Der_Schimmelreiter
Jerome K. Jerome,male,United Kingdom,1889,4921,Three Men in a Boat,Classics,185,3.9,https://www.goodreads.com/book/show/4921.Three_Men_in_a_Boat
O. Chandu Menon,male,India,1889,5971786,Indulekha,Fiction,274,3.81,https://www.goodreads.com/book/show/5971786-indulekha
Mark Twain,male,United States,1889,162898,A Connecticut Yankee in King Arthur's Court,Classics,480,3.77,https://www.goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court
Oscar Wilde,male,Ireland,1890,5297,The Picture of Dorian Gray,Classics,367,4.07,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray
Emily Dickinson,female,United States,1890,112204,The Complete Poems of Emily Dickinson,Poetry,716,4.21,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson
William James,male,United States,1890,1001304,"The Principles of Psychology, Vol 1",Psychology,720,4.17,https://www.goodreads.com/book/show/1001304.The_Principles_of_Psychology_Vol_1
Thomas Hardy,male,England,1891,32261,Tess of the D'Urbervilles,Classics,518,3.79,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles
C.V. Raman Pillai,male,India,1891,13356344'],മാര്‍ത്താണ്ഡവര്‍മ്മ,History,440,3.96,https://www.goodreads.com/book/show/13356344
Pope Leo XIII,male,Italy,1891,12444229,Rerum Novarum: On The Condition Of Working Classes,Religion,19,4.41,https://www.goodreads.com/book/show/12444229-rerum-novarum
Charlotte Perkins Gilman,female,United States,1892,99300,The Yellow Wallpaper and Other Stories,Classics,70,4.04,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories
Arthur Conan Doyle,male,Scotland,1892,3590,The Adventures of Sherlock Holmes,Classics,339,4.31,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes
George Grossmith,male,United Kingdom,1892,535856,The Diary of a Nobody,Classics,176,3.72,https://www.goodreads.com/book/show/535856.The_Diary_of_a_Nobody
Karl May,male,Germany,1892,1612379,Winnetou I,Fiction,0,4.14,https://www.goodreads.com/book/show/1612379.Winnetou_I
Marshall Saunders,female,Canada,1893,519125,Beautiful Joe,Animals,242,4.21,https://www.goodreads.com/book/show/519125.Beautiful_Joe
Oscar Wilde,male,Ireland,1893,122649,Lady Windermere's Fan,Classics,70,3.91,https://www.goodreads.com/book/show/122649.Lady_Windermere_s_Fan
Rudyard Kipling,male,India,1893,77270,The Jungle Book,Classics,277,3.94,https://www.goodreads.com/book/show/77270.The_Jungle_Book
Kate Chopin,female,United States,1894,2267195,The Story of an Hour,Short Stories,32,4.09,https://www.goodreads.com/book/show/2267195.The_Story_of_an_Hour
Rudyard Kipling,male,India,1894,41684,The Jungle Books,Classics,368,4.01,https://www.goodreads.com/book/show/41684.The_Jungle_Books
Theodor Fontane,male,Germany,1894,442296,Effi Briest,Classics,272,3.24,https://www.goodreads.com/book/show/442296.Effi_Briest
H.G. Wells,male,United Kingdom,1895,2493,The Time Machine,Classics,118,3.88,https://www.goodreads.com/book/show/2493.The_Time_Machine
Stephen Crane,male,United States,1895,35220,The Red Badge of Courage,Classics,170,3.22,https://www.goodreads.com/book/show/35220.The_Red_Badge_of_Courage
H.G. Wells,male,United Kingdom,1895,8909,The War of the Worlds,Classics,192,3.81,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds
Gustave Le Bon,male,France,1895,12091888'],سيكولوجية الجماهير,Psychology,200,3.88,https://www.goodreads.com/book/show/12091888
Oscar Wilde,male,Ireland,1895,92303,The Importance of Being Earnest,Classics,76,4.17,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest
Arthur Machen,male,United Kingdom,1895,59396,The Three Impostors,Horror,196,4.04,https://www.goodreads.com/book/show/59396.The_Three_Impostors_and_Other_Stories
Charles M. Sheldon,male,United States,1896,223838,In His Steps,Christian,96,4.16,https://www.goodreads.com/book/show/223838.In_His_Steps
James Longstreet,male,United States,1896,775254,From Manassas To Appomattox,Military History,800,3.92,https://www.goodreads.com/book/show/775254.From_Manassas_To_Appomattox
Bram Stoker,male,Ireland,1897,17245,Dracula,Classics,488,3.99,https://www.goodreads.com/book/show/17245.Dracula
Edmond Rostand,male,France,1897,15638,Cyrano de Bergerac,Classics,240,4.06,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac
Bram Stoker,male,Ireland,1897,17245,Dracula,Classics,433,3.99,https://www.goodreads.com/book/show/17245.Dracula
Ethel Lilian Voynich,female,Ireland,1897,9488435,خرمگس,Classics,349,4.16,https://www.goodreads.com/book/show/9488435-the-gadfly
Henry James,male,United States,1898,12948,The Turn of the Screw,Classics,131,3.44,https://www.goodreads.com/book/show/12948.The_Turn_of_the_Screw
Henry James,male,United States,1898,224618,Ghost Stories,Horror,344,3.99,https://www.goodreads.com/book/show/224618.Ghost_Stories
Thérèse de Lisieux,female,France,1898,754771,"The Story of a Soul: The Autobiography of St. Thérèse of Lisieux With Additional Writings, Prayers, and Sayings of St. Thérèse (Illustrated)",Biography,292,4.39,https://www.goodreads.com/book/show/754771.Story_of_a_Soul
Joseph Conrad,male,Ukraine,1899,4900,Heart of Darkness,Classics,188,3.42,https://www.goodreads.com/book/show/4900.Heart_of_Darkness
Kate Chopin,female,United States,1899,58345,The Awakening,Classics,195,3.64,https://www.goodreads.com/book/show/58345.The_Awakening
Kate Chopin,female,United States,1899,58345,The Awakening,Classics,190,3.64,https://www.goodreads.com/book/show/58345.The_Awakening
Alan Moore,male,United Kingdom,1900,598638,"Top 10, Vol. 1",Sequential Art,208,4.09,https://www.goodreads.com/book/show/598638.Top_10_Vol_1
